obs_id,year,exporter_iso3,importer_iso3,corridor_id,hs6,family_id,product_name,exporter_code,importer_code,exporter_name,importer_name,trade_value_usd,quantity_metric_ton,unit_value_usd_per_metric_ton,benchmark_price_usd_per_metric_ton,benchmark_yoy_change,log_unit_value,shifted_corridor_history_median,shifted_corridor_history_mad,robust_historical_z,same_family_year_peer_percentile,trade_value_yoy_change,quantity_yoy_change,unit_value_yoy_change,benchmark_residual,benchmark_adjusted_drift,corridor_activity_history,corridor_novelty_flag,corridor_reactivation_flag,value_quantity_divergence,missing_quantity_flag,missing_benchmark_flag,missing_history_flag,missing_country_mapping_flag,valid_extreme_flag,benchmark_consistency_gap,data_quality_score,quality_status,model_eligible,source_version,source_row_id,data_quality_flags,benchmark_caveat
obs_7967843cc58eec689b55,2017,AUT,FRA,AUT->FRA,151110,crude_palm_oil,Crude palm oil,40,251,Austria,France,33.0,0.002,16500.0,750.81,,9.711115659888671,,,,0.9601181683899557,,,,3.0899630361387507,,0.0,1,0,,0,0,1,0,True,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_167f20092d4599d2aa872f0a,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_0354c495377efec21d28,2017,AUT,ITA,AUT->ITA,151110,crude_palm_oil,Crude palm oil,40,380,Austria,Italy,3252.0,1.345,2417.843866171004,750.81,,7.790631457613899,,,,0.7562776957163959,,,,1.1694788338639786,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_ef7b9583ae05c42bc8478f50,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_92a1c0e1faa147b25071,2017,AUT,NLD,AUT->NLD,151110,crude_palm_oil,Crude palm oil,40,528,Austria,Netherlands,527835.0,544.422,969.5328256389345,750.81,,6.8768143324271485,,,,0.5051698670605613,,,,0.25566170867722793,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_ed8c88090db6e5ae49562c97,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_2347a2e583f4773f2b55,2017,AUT,SVK,AUT->SVK,151110,crude_palm_oil,Crude palm oil,40,703,Austria,Slovakia,133.0,0.046,2891.304347826087,750.81,,7.9694630107147955,,,,0.7887740029542097,,,,1.348310386964875,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_f48ea4e70429843ebe4aa064,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_7966b2aad2a2db4f8295,2017,AUT,SVN,AUT->SVN,151110,crude_palm_oil,Crude palm oil,40,705,Austria,Slovenia,288.0,0.108,2666.6666666666665,750.81,,7.888584531993863,,,,0.7776957163958641,,,,1.2674319082439425,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_0f40e2d618e2cbcd80db0c7c,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_24e1027613052a09df69,2017,BEL,AUT,BEL->AUT,151110,crude_palm_oil,Crude palm oil,56,40,Belgium,Austria,1827.0,0.938,1947.761194029851,750.81,,7.574435886353919,,,,0.7104874446085672,,,,0.9532832626039989,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_a292cc691d26e510a618e808,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_cadb5eb7ca42ad251a08,2017,BEL,CAF,BEL->CAF,151110,crude_palm_oil,Crude palm oil,56,140,Belgium,Central African Rep.,533.0,0.177,3011.299435028249,750.81,,8.010126970574152,,,,0.8020679468242246,,,,1.3889743468242317,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_32045a52762912f1557d4858,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_44a36c10341407668059,2017,BEL,CHE,BEL->CHE,151110,crude_palm_oil,Crude palm oil,56,757,Belgium,Switzerland,1220.0,0.022,55454.545454545456,750.81,,10.923318963351123,,,,0.9940915805022157,,,,4.302166339601203,,0.0,1,0,,0,0,1,0,True,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_6696352fee1a4a76414bbd95,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_7cac1227bd258b423a02,2017,BEL,DEU,BEL->DEU,151110,crude_palm_oil,Crude palm oil,56,276,Belgium,Germany,1024191.0,849.605,1205.4907868950866,750.81,,7.094642055032989,,,,0.5997045790251108,,,,0.47348943128306864,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_5991e0494a1f9d2b4fbda4d2,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_6efb273443112be9f009,2017,BEL,DNK,BEL->DNK,151110,crude_palm_oil,Crude palm oil,56,208,Belgium,Denmark,459.0,0.123,3731.707317073171,750.81,,8.224621133670265,,,,0.8463810930576071,,,,1.6034685099203445,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_5cb16f547c416b1304865189,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_980b526e3314811724fc,2017,BEL,ESP,BEL->ESP,151110,crude_palm_oil,Crude palm oil,56,724,Belgium,Spain,14336.0,0.812,17655.1724137931,750.81,,9.77878407403517,,,,0.9645494830132939,,,,3.1576314502852503,,0.0,1,0,,0,0,1,0,True,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_14941559c8e05591d872edfb,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_64029b55d4e6053b0e16,2017,BEL,FIN,BEL->FIN,151110,crude_palm_oil,Crude palm oil,56,246,Belgium,Finland,4577.0,1.242,3685.185185185185,750.81,,8.212076057142355,,,,0.8419497784342689,,,,1.590923433392434,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_92ffbccc01c9d19b1c256de1,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_84e88388a018a70626dc,2017,BEL,FRA,BEL->FRA,151110,crude_palm_oil,Crude palm oil,56,251,Belgium,France,971623.0,1233.671,787.5868039371923,750.81,,6.668973591847045,,,,0.37961595273264404,,,,0.04782096809712488,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_18c575e553b374fadf327706,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_c8d2200bc5a05b6ead42,2017,BEL,GBR,BEL->GBR,151110,crude_palm_oil,Crude palm oil,56,826,Belgium,United Kingdom,136403.0,114.688,1189.3397739955358,750.81,,7.081153620372119,,,,0.5952732644017725,,,,0.46000099662219807,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_10d16673737b210945d87856,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_751387368d54126dd0f6,2017,BEL,HRV,BEL->HRV,151110,crude_palm_oil,Crude palm oil,56,191,Belgium,Croatia,318857.0,86.479,3687.1032273731194,750.81,,8.212596395502407,,,,0.843426883308715,,,,1.5914437717524867,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_7bee34ce46d737f7d62a7f2d,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_12173c9056a3eb0d0010,2017,BEL,IRL,BEL->IRL,151110,crude_palm_oil,Crude palm oil,56,372,Belgium,Ireland,30982.0,27.08,1144.0915805022157,750.81,,7.042366221622234,,,,0.5775480059084195,,,,0.4212135978723133,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_2a8211f3efc50e913b04056f,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_07c03f878118e5fece86,2017,BEL,ITA,BEL->ITA,151110,crude_palm_oil,Crude palm oil,56,380,Belgium,Italy,8650.0,3.377,2561.445069588392,750.81,,7.848326858522494,,,,0.7680945347119645,,,,1.2271742347725736,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_e0264a8cabd3cf4dc3a278cc,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_50f43a8b4c29ab01254b,2017,BEL,LTU,BEL->LTU,151110,crude_palm_oil,Crude palm oil,56,440,Belgium,Lithuania,29113.0,23.76,1225.2946127946127,750.81,,7.110936594303781,,,,0.604135893648449,,,,0.48978397055386047,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_626f275a7c9810f8a7abf666,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_61a2659a1d366f2efa0f,2017,BEL,LUX,BEL->LUX,151110,crude_palm_oil,Crude palm oil,56,442,Belgium,Luxembourg,2618.0,0.287,9121.951219512195,750.81,,9.118439009692361,,,,0.912850812407681,,,,2.4972863859424406,,0.0,1,0,,0,0,1,0,True,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_8b8a906e59ee3f71b8bdc911,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_0596f88bf16415c19073,2017,BEL,LVA,BEL->LVA,151110,crude_palm_oil,Crude palm oil,56,428,Belgium,Latvia,7238.0,5.7,1269.8245614035088,750.81,,7.146634029283184,,,,0.620384047267356,,,,0.5254814055332631,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_0f0a544cbf345e25376ac27b,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_d71c8474d024052aed20,2017,BEL,MAR,BEL->MAR,151110,crude_palm_oil,Crude palm oil,56,504,Belgium,Morocco,341.0,0.18,1894.4444444444446,750.81,,7.546680905375443,,,,0.7060561299852289,,,,0.9255282816255228,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_37e508102875f87d116e334b,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_b9c72fed4c9c65ecee9c,2017,BEL,MLI,BEL->MLI,151110,crude_palm_oil,Crude palm oil,56,466,Belgium,Mali,2648.0,0.831,3186.5222623345367,750.81,,8.066685401183587,,,,0.8183161004431314,,,,1.4455327774336668,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_391d1fd1e0efb81990d6e3fc,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_c6602bdc82ce4c8373c3,2017,BEL,MYS,BEL->MYS,151110,crude_palm_oil,Crude palm oil,56,458,Belgium,Malaysia,6358.0,,,750.81,,,,,,,,,,,,0.0,1,0,,1,0,1,0,False,,3,excluded_from_modeling_retained_for_audit,False,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_bf6aec674a31dbd4d85a7315,quantity_missing=1;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_495f39bce02dfe4f446c,2017,BEL,NLD,BEL->NLD,151110,crude_palm_oil,Crude palm oil,56,528,Belgium,Netherlands,6023110.0,5933.238,1015.1472096686497,750.81,,6.922788915115756,,,,0.5317577548005908,,,,0.3016362913658357,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_9b257f8e7c6d61033004b8b1,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_261cd506848e35e3dc03,2017,BEL,NZL,BEL->NZL,151110,crude_palm_oil,Crude palm oil,56,554,Belgium,New Zealand,13835.0,9.734,1421.306759810972,750.81,,7.259331980809764,,,,0.6602658788774003,,,,0.6381793570598431,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_67e079eb32d86e77527b42f6,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_2356fea885119220f910,2017,BEL,POL,BEL->POL,151110,crude_palm_oil,Crude palm oil,56,616,Belgium,Poland,146.0,0.049,2979.591836734694,750.81,,7.999541602579847,,,,0.794682422451994,,,,1.3783889788299266,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_e9160aa897d0e450bc874a11,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_ae9f9cd64c1c10bf7628,2017,BEL,SWE,BEL->SWE,151110,crude_palm_oil,Crude palm oil,56,752,Belgium,Sweden,95.0,0.025,3800.0,750.81,,8.242756345714477,,,,0.8522895125553914,,,,1.621603721964557,,0.0,1,0,,0,0,1,0,True,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_a68c4a7b10134f521e9a2e58,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_39f964e4cc197153e80f,2017,BFA,MLI,BFA->MLI,151110,crude_palm_oil,Crude palm oil,854,466,Burkina Faso,Mali,107826.0,81.96,1315.592972181552,750.81,,7.182042772389378,,,,0.6322008862629247,,,,0.5608901486394577,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_feef7f3bd3233539948fe050,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_70a400722ddbac52d4e4,2017,BGR,ESP,BGR->ESP,151110,crude_palm_oil,Crude palm oil,100,724,Bulgaria,Spain,146152.0,84.78,1723.8971455531964,750.81,,7.452342789091914,,,,0.7001477104874446,,,,0.8311901653419937,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_15cf5f37ab717a8ef698f159,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_305b322753f674f2610d,2017,BGR,GRC,BGR->GRC,151110,crude_palm_oil,Crude palm oil,100,300,Bulgaria,Greece,4002.0,6.0,667.0,750.81,,6.502790045915623,,,,0.1757754800590842,,,,-0.11836257783429716,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_08eef5724d1fcf93e7c0b999,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_9a70e1b4ee2a4b8a9824,2017,BGR,NLD,BGR->NLD,151110,crude_palm_oil,Crude palm oil,100,528,Bulgaria,Netherlands,5.0,0.005,1000.0,750.81,,6.907755278982137,,,,0.5199409158050221,,,,0.2866026552322163,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_0b904304b04c5191cf5a41a5,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_2f8d787359adce9b6ca5,2017,BGR,ROU,BGR->ROU,151110,crude_palm_oil,Crude palm oil,100,642,Bulgaria,Romania,44032.0,55.36,795.3757225433526,750.81,,6.678814609983601,,,,0.3870014771048744,,,,0.057661986233680906,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_c81eb5c4d7007ba8cea03088,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_6cef4f5ad79eae1994e1,2017,BGR,SWE,BGR->SWE,151110,crude_palm_oil,Crude palm oil,100,752,Bulgaria,Sweden,1289.0,1.0,1289.0,750.81,,7.161622002939187,,,,0.6262924667651403,,,,0.5404693791892665,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_1d82092e587464de34b72379,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_4c2a43d9b730212c6ce2,2017,BRA,CAN,BRA->CAN,151110,crude_palm_oil,Crude palm oil,76,124,Brazil,Canada,1181.0,2.788,423.60114777618367,750.81,,6.048792323299085,,,,0.0620384047267356,,,,-0.5723603004508355,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_00afa5c5ee78f47933fb682c,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_968d9765e35eda9ea440,2017,BRA,CHE,BRA->CHE,151110,crude_palm_oil,Crude palm oil,76,757,Brazil,Switzerland,315.0,0.033,9545.454545454544,750.81,,9.16382035634129,,,,0.9217134416543574,,,,2.5426677325913696,,0.0,1,0,,0,0,1,0,True,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_3131de178dbf16fdbba4cbbc,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_a68deede533255568249,2017,BRA,COL,BRA->COL,151110,crude_palm_oil,Crude palm oil,76,170,Brazil,Colombia,29667125.0,53532.32,554.1909074742138,750.81,,6.317509225715822,,,,0.11078286558345643,,,,-0.30364339803409823,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_e76f92a43201712187a75ffa,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_6218b6792aa1ea5b9993,2017,BRA,CZE,BRA->CZE,151110,crude_palm_oil,Crude palm oil,76,203,Brazil,Czechia,9960.0,4.8,2075.0,750.81,,7.637716432664798,,,,0.7326440177252584,,,,1.0165638089148779,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_deb3f2608e3f08f9bc1d459b,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_74ef866d184161f06743,2017,BRA,DEU,BRA->DEU,151110,crude_palm_oil,Crude palm oil,76,276,Brazil,Germany,15129939.0,20664.493,732.1708304191155,750.81,,6.59601386162313,,,,0.27474150664697194,,,,-0.025138762126790226,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_da88e16360414d87b5d50cad,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
obs_836fb9f767d389b77246,2017,BRA,FRA,BRA->FRA,151110,crude_palm_oil,Crude palm oil,76,251,Brazil,France,77.0,0.088,875.0,750.81,,6.774223886357614,,,,0.4327917282127031,,,,0.15307126260769355,,0.0,1,0,,0,0,1,0,False,,4,usable_with_caveat,True,CEPII_BACI_HS17_V202601_filtered_official_derived,baci_5f41b6d87cfc7b4857f634e2,quantity_missing=0;benchmark_missing=0;history_missing=1;country_missing=0,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.
