seed,clean_panel_hash,obs_id,split,family_id,year,scenario_id,synthetic_review_priority,hard_negative,trade_value_usd_before,quantity_metric_ton_before,trade_value_usd_after,quantity_metric_ton_after
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_5028a8dad7915831e48f,test,crude_palm_oil,2023,synthetic_low_volume_high_value,1,False,49.0,0.042,124.92128026423481,0.01756747975320692
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_5d7cdb5c326be191c4d8,test,crude_palm_oil,2023,synthetic_low_volume_high_value,1,False,51010380.0,49999.121,128403687.80975139,25751.61025089782
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_62f72b904d90323bc690,test,crude_palm_oil,2024,synthetic_low_volume_high_value,1,False,1734399.0,1725.554,3240228.546999362,936.1652157536647
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_71e45ca838c608364a0e,test,crude_palm_oil,2023,synthetic_low_volume_high_value,1,False,30497201.0,34515.334,59004310.76819024,21006.223135557684
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_8b9842cfcbfb1e78f603,test,crude_palm_oil,2024,synthetic_low_volume_high_value,1,False,5702.0,10.06,14858.115477224466,4.1495164867211365
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_8e24a4f99d254e5c1c9b,test,crude_palm_oil,2023,synthetic_low_volume_high_value,1,False,224.0,0.196,601.0911878924442,0.08814194795014055
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_90699a166850ac6968dd,test,crude_palm_oil,2024,synthetic_low_volume_high_value,1,False,39777757.0,40145.029,108248573.76142974,17960.999269439228
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_9a11aacb837e0ff12cb1,test,crude_palm_oil,2024,synthetic_low_volume_high_value,1,False,53.0,0.053,121.25451760929286,0.030309305349256476
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_9a81d57633fbcbd2f3d5,test,crude_palm_oil,2023,synthetic_low_volume_high_value,1,False,2664546.0,2317.86,5063553.081744778,869.5255077666498
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_a06531a28d3354fd8fc2,test,crude_palm_oil,2024,synthetic_low_volume_high_value,1,False,1757.0,2.029,4863.660102062933,1.2522481148295097
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_b67f71aac962381d5d56,test,crude_palm_oil,2024,synthetic_low_volume_high_value,1,False,5.0,0.004,10.55584622755501,0.0021057955418483263
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_09fcc7876d8ce4396849,test,crude_palm_oil,2023,synthetic_overvaluation,1,False,417108.0,266.364,1327075.978871621,266.364
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_158847d88d77659b6932,test,crude_palm_oil,2023,synthetic_overvaluation,1,False,498.0,0.004,1420.5313775692566,0.004
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_20c16e7b2eb697a8c0d2,test,crude_palm_oil,2023,synthetic_overvaluation,1,False,411.0,0.2,1322.3676525442486,0.2
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_35fe6a89c2e0ad951f07,test,crude_palm_oil,2024,synthetic_overvaluation,1,False,21.0,0.009,54.3668232432707,0.009
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_3af44678985dab67cf8d,test,crude_palm_oil,2024,synthetic_overvaluation,1,False,1.0,0.001,2.412716285101282,0.001
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_59beb01759222c301828,test,crude_palm_oil,2023,synthetic_overvaluation,1,False,215.0,0.068,685.4165422491993,0.068
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_73ab3ecb5c7c05bc35bd,test,crude_palm_oil,2023,synthetic_overvaluation,1,False,1395.0,1.933,3428.6003229883236,1.933
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_989fef0b63ba3818d8e9,test,crude_palm_oil,2024,synthetic_overvaluation,1,False,2927227.0,1614.81,9182315.28216543,1614.81
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_a9176cbdfd938329447f,test,crude_palm_oil,2023,synthetic_overvaluation,1,False,1439972.0,1545.569,4196387.731315809,1545.569
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_b536595c6ee69a54b160,test,crude_palm_oil,2024,synthetic_overvaluation,1,False,292.0,0.034,998.5375263986133,0.034
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_faf156719b9ff83143fb,test,crude_palm_oil,2023,synthetic_overvaluation,1,False,64492.99999999999,142.25,185713.02114946046,142.25
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_fba77a6a6fd7207b204a,test,crude_palm_oil,2023,synthetic_overvaluation,1,False,16528976.999999998,18369.663,52154741.75177481,18369.663
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_01db3048be8ebf064143,test,crude_palm_oil,2024,synthetic_undervaluation,1,False,13073.0,25.489,4177.428017784065,25.489
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_1302a44c50603b29675f,test,crude_palm_oil,2023,synthetic_undervaluation,1,False,57686.0,79.64,17285.234953716365,79.64
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_19c273cd0ae1754b1c29,test,crude_palm_oil,2023,synthetic_undervaluation,1,False,450.0,0.397,126.58293565445312,0.397
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_37493ff0e52b8b09bd79,test,crude_palm_oil,2023,synthetic_undervaluation,1,False,32.0,0.073,9.405813553754168,0.073
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_4a716573f33b2f151a7a,test,crude_palm_oil,2024,synthetic_undervaluation,1,False,193.0,0.125,71.23689784113701,0.125
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_6d7f9385acae20caaed2,test,crude_palm_oil,2024,synthetic_undervaluation,1,False,91740.0,73.116,32627.36938141277,73.116
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_7a0fb886b4a286982ec6,test,crude_palm_oil,2023,synthetic_undervaluation,1,False,59876.0,49.78,20421.603768358716,49.78
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_7d7e0a091ec2bc392a4c,test,crude_palm_oil,2024,synthetic_undervaluation,1,False,5412.0,1.9,2003.3513792442106,1.9
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_87584f6a3203f8f3c2bc,test,crude_palm_oil,2024,synthetic_undervaluation,1,False,5346021.0,4425.04,2135372.1002368825,4425.04
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_8e1acf5ac586915e4b98,test,crude_palm_oil,2024,synthetic_undervaluation,1,False,106.0,0.003,45.81077404045287,0.003
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_d488dd838efd6c9557d3,test,crude_palm_oil,2024,synthetic_undervaluation,1,False,30.0,0.002,10.848976524204453,0.002
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_e746b4abaf9758046f98,test,crude_palm_oil,2024,synthetic_undervaluation,1,False,33050.0,17.229,14728.28213300214,17.229
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_04b7d44679451f7bad77,test,gold_unwrought,2023,hard_negative_benchmark_consistent_movement,0,True,1754.0,0.001,59372.50921947623,0.001
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_1ac161d149952eef91db,test,gold_unwrought,2023,hard_negative_benchmark_consistent_movement,0,True,104193.0,0.002,118743.58576548457,0.002
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_1b67f2b3ade34cf66abb,test,gold_unwrought,2024,hard_negative_benchmark_consistent_movement,0,True,5036181.0,0.063,4164576.90397817,0.063
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_3b2e8369e449f987c13d,test,gold_unwrought,2023,hard_negative_benchmark_consistent_movement,0,True,160272482.0,2.565,152295998.4921366,2.565
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_48b0eac3c18cc7bf156f,test,gold_unwrought,2024,hard_negative_benchmark_consistent_movement,0,True,12376011958.0,155.797,10298821743.065275,155.797
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_68cbdfb8293c81999715,test,gold_unwrought,2023,hard_negative_benchmark_consistent_movement,0,True,138606.0,0.002,118755.04763723323,0.002
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_6cb2e9b6fb2cd7588c55,test,gold_unwrought,2024,hard_negative_benchmark_consistent_movement,0,True,8332911.0,0.142,9386769.772343328,0.142
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_9fe24d5ac24ad9716f28,test,gold_unwrought,2023,hard_negative_benchmark_consistent_movement,0,True,187167923.0,2.625,155854717.10773876,2.625
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_b5941235a9832fd66b90,test,gold_unwrought,2024,hard_negative_benchmark_consistent_movement,0,True,257599.0,0.003,198318.92830273128,0.003
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_c7e6848f6b5963413212,test,gold_unwrought,2023,hard_negative_benchmark_consistent_movement,0,True,75372.0,0.001,59388.98734997592,0.001
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_e61afd3e274330eaafd9,test,gold_unwrought,2024,hard_negative_benchmark_consistent_movement,0,True,16194770.0,0.23,15203966.894927453,0.23
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_f5bb3dd16e83483bef93,test,gold_unwrought,2024,hard_negative_benchmark_consistent_movement,0,True,21980900.0,0.283,18707652.20892426,0.283
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_0e405ec0dcbe034747ae,test,gold_unwrought,2023,hard_negative_proportional_value_quantity_growth,0,True,339331.0,0.005,754402.2332425741,0.011116022898623677
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_0f5199e134ba53ddb081,test,gold_unwrought,2023,hard_negative_proportional_value_quantity_growth,0,True,21037989.0,0.434,71491999.4352316,1.4748333481346774
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_347f0af88b2dea616871,test,gold_unwrought,2023,hard_negative_proportional_value_quantity_growth,0,True,8453.0,0.002,19634.628876381325,0.00464560011271296
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_5e799bc9cf4fb87cec22,test,gold_unwrought,2023,hard_negative_proportional_value_quantity_growth,0,True,2131926.0,0.041,7014032.933756833,0.1348899306467627
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_6c0ea2c0111c19dcdff1,test,gold_unwrought,2024,hard_negative_proportional_value_quantity_growth,0,True,17352145.0,0.299,57394690.52136531,0.9889850774004152
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_7ec3ce423f22d63ba8b1,test,gold_unwrought,2024,hard_negative_proportional_value_quantity_growth,0,True,38917026.0,0.625,105602926.91743347,1.6959628241735614
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_87d2aca24ddadf3ec1ce,test,gold_unwrought,2024,hard_negative_proportional_value_quantity_growth,0,True,119751508.0,2.27,387189830.2050744,7.339539428309487
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_ad709a73c98789caae5d,test,gold_unwrought,2024,hard_negative_proportional_value_quantity_growth,0,True,1903222391.0,31.333,5366916476.422079,88.35625029998556
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_b555394805f5dc0a5ed7,test,gold_unwrought,2024,hard_negative_proportional_value_quantity_growth,0,True,50010.0,0.001,191859.9790397757,0.0038364322943366465
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_b7b10387f18caeb72e42,test,gold_unwrought,2024,hard_negative_proportional_value_quantity_growth,0,True,113372429.0,1.551,278476815.8001255,3.8097229204288694
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_bacc271021a5b4399c80,test,gold_unwrought,2023,hard_negative_proportional_value_quantity_growth,0,True,1767830.0,0.029,6777477.412982256,0.11117972032179874
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_d5d00dc9bec17d139c9c,test,gold_unwrought,2023,hard_negative_proportional_value_quantity_growth,0,True,1790327.0,0.047,5327454.4767206125,0.1398573335518421
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_006a64f0fbd07e150a5d,test,gold_unwrought,2023,synthetic_low_volume_high_value,1,False,9345232728.0,147.203,23463917654.92752,57.01676036828241
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_1e3a461477d517b89bd3,test,gold_unwrought,2023,synthetic_low_volume_high_value,1,False,3563438.0,0.062,9100180.135175712,0.03726940474694244
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_433ceccbcab636afb81b,test,gold_unwrought,2023,synthetic_low_volume_high_value,1,False,6679277.0,0.132,16925725.10180937,0.04923174880296249
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_71666ff1cf01cb7950e5,test,gold_unwrought,2024,synthetic_low_volume_high_value,1,False,2632064.0,0.042,6036429.434897806,0.023952041092229894
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_720ef097441a27a4fb3a,test,gold_unwrought,2024,synthetic_low_volume_high_value,1,False,996.0,0.001,2735.656490802687,0.0006111822535603622
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_802a078066cea3f13655,test,gold_unwrought,2024,synthetic_low_volume_high_value,1,False,2955782.0,0.068,5586765.692775721,0.02486167355830882
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_84bcd40bfc8b81761705,test,gold_unwrought,2024,synthetic_low_volume_high_value,1,False,10264686.0,0.12,23298691.506488957,0.06285794556271618
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_93f053203c6603212c1b,test,gold_unwrought,2024,synthetic_low_volume_high_value,1,False,168310846.0,2.154,331787418.94947416,1.1563439885858158
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_d3be63f962037b838d2f,test,gold_unwrought,2024,synthetic_low_volume_high_value,1,False,2271681642.0,28.17,4599521144.582479,14.907665647404269
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_d569055711aebdccd73f,test,gold_unwrought,2023,synthetic_low_volume_high_value,1,False,246400.0,0.092,651168.2284456478,0.056740165228409016
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_dc51ddd4bbaf8737e2af,test,gold_unwrought,2023,synthetic_low_volume_high_value,1,False,39981.0,0.001,84635.53076840777,0.000523651671408214
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_f9842e4a2eb1e774f5f9,test,gold_unwrought,2023,synthetic_low_volume_high_value,1,False,85210732.0,2.022,166381559.0334858,1.298601111764166
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_0f288baec08948072f53,test,gold_unwrought,2024,synthetic_overvaluation,1,False,138532.0,0.002,437429.06541544327,0.002
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_1dcab67902bbb4dcf0ac,test,gold_unwrought,2024,synthetic_overvaluation,1,False,763665.0,0.012,1800032.175025568,0.012
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_29ec252a5d5edd538fa7,test,gold_unwrought,2023,synthetic_overvaluation,1,False,16850665.0,0.097,46503645.44427614,0.097
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_6341b2b3bd09167739f0,test,gold_unwrought,2023,synthetic_overvaluation,1,False,41662.0,0.001,138008.11968312823,0.001
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_9fd0bcb00794dc4461b8,test,gold_unwrought,2024,synthetic_overvaluation,1,False,548051930.0,11.185,1814963661.8254108,11.185
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_c505897f986b82552550,test,gold_unwrought,2023,synthetic_overvaluation,1,False,189565246.0,5.591,663147435.1008842,5.591
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_cf6300e635e8d50e3239,test,gold_unwrought,2024,synthetic_overvaluation,1,False,2927337.0,0.036,9580307.183518307,0.036
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_dd126ace8fe4faf4f80a,test,gold_unwrought,2023,synthetic_overvaluation,1,False,260244.00000000003,0.005,805504.9810336236,0.005
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_e4b4f6939306060fd9d9,test,gold_unwrought,2024,synthetic_overvaluation,1,False,989181.0,0.015,3456693.351991503,0.015
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_e89eff0c53c48f10a7d0,test,gold_unwrought,2023,synthetic_overvaluation,1,False,47833132.0,0.789,147646732.80121052,0.789
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_f003448c8daa4f2f2c7d,test,gold_unwrought,2023,synthetic_overvaluation,1,False,1821221500.0,38.196,4103672092.844594,38.196
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_f3421a296fff305bdf8b,test,gold_unwrought,2023,synthetic_overvaluation,1,False,47984.0,0.001,145979.88015669043,0.001
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_07d3386681909773cdf6,test,gold_unwrought,2024,synthetic_undervaluation,1,False,190201.0,0.003,81131.33536884282,0.003
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_128dbe7fb7bc02084628,test,gold_unwrought,2023,synthetic_undervaluation,1,False,1062019.0,0.027,383530.9090921806,0.027
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_12ba8711f626043cb49a,test,gold_unwrought,2024,synthetic_undervaluation,1,False,58791778.0,0.93,23692463.351124603,0.93
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_1b9306875da9491e1f44,test,gold_unwrought,2023,synthetic_undervaluation,1,False,66500.0,0.001,17437.37229626077,0.001
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_248c5ed35d20d5c97b77,test,gold_unwrought,2023,synthetic_undervaluation,1,False,433002641.0,7.474,188668186.9938917,7.474
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_47b0fc2c532d87b42057,test,gold_unwrought,2024,synthetic_undervaluation,1,False,3430382.0,0.042,973202.8740871612,0.042
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_4bd189cbccfabde2ed9c,test,gold_unwrought,2023,synthetic_undervaluation,1,False,123951.0,0.002,52994.02214949744,0.002
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_4e35e86f8ccc44899802,test,gold_unwrought,2024,synthetic_undervaluation,1,False,1194549.0,0.038,402703.92267939786,0.038
20260117,1552233d8f26208156fe958e3be0a6d5327f51409d53accc0f22af91f4ef41b6,obs_77cf7a084b72ef265791,test,gold_unwrought,2023,synthetic_undervaluation,1,False,134313748.0,2.218,45025555.566641726,2.218
